category,item_name,price,desc,dietary_slugs,tag_slugs,service_slugs,id,min_price,max_price,default_price,display_price,variant_id,parent_menu_id,image_url,image_thumb_url,always_show_on_checkout,is_bogo_active,order,auto_add,auto_add_quantity,show_image,visible,state,rating,free_dish_quantity,type,added_bottom_text_field,not_added_bottom_text_field,disabled_text,secondary_tag_slugs,entity_type,primary_tag_slug,food_legends,search_alias,metadata,added_bottom_text,not_added_bottom_text,not_added_bottom_text_color,remove_popup_text,auto_add_toast_message,auto_already_added_toast_message,remove_popup_title,vendor_id,tag_ids,tag_image,hide_in_meals_menu,modifier_group_ids,enable_customisation_on_cart,customisation_tracking_metadata
Fried,Pistachio Pork Mortadella Ham Calzone,429.0,,non-veg,non-veg,delivery-enabled,ctl_675731522,429.0,429.0,429.0,429.0,v_909365864,ctg_49258081,,,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried,"{""v"":909365864,""s_ctg"":72194050,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pistachio-pork-mortadella-ham-calzone""}",,,,,,,,NEW-10,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,
Nonnas Special Board,Veg Special Pizza,999.0,"Riccotta Cream, Black olives slice, Cherry Tomato Confit, Cow Mozzarella, Marinated Sweetcorn & Spring Onion Cream Cheese",veg,veg,delivery-enabled,ctl_675731461,999.0,4514.0,999.0,999.0,v_909365803,ctg_49258086,https://b.zmtcdn.com/data/dish_photos/922/d88fae7031bc8240994ebbd2f3355922.png,https://b.zmtcdn.com/data/dish_photos/922/d88fae7031bc8240994ebbd2f3355922.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,1,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Nonnas Special Board,"{""v"":909365803,""s_ctg"":72194055,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-special-pizza""}",,,,,,,,27,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":999,""lowest_v_price"":999,""highest_v_price"":999,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Nonnas Special Board,Non Veg Special,999.0,"Cow Mozzarella, Sousvide Marinated Chicken, Marinated Sweetcorn, Sundried Tomato paste, Parmessan shavings, Basil & chilli oil",non-veg,non-veg,delivery-enabled,ctl_675731462,999.0,4514.0,999.0,999.0,v_909365804,ctg_49258086,https://b.zmtcdn.com/data/dish_photos/aca/23d59b6b41d79540a7d05493cb87faca.png,https://b.zmtcdn.com/data/dish_photos/aca/23d59b6b41d79540a7d05493cb87faca.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,2,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Nonnas Special Board,"{""v"":909365804,""s_ctg"":72194055,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-special""}",,,,,,,,28,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":999,""lowest_v_price"":999,""highest_v_price"":999,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Nonnas Special Board,Vegan Special pizza,999.0,"Vegan Cheese, Marinated Sweetcorn, Canned Sweetcorn, Sliced Jalapenos, Bellpepper Sautee, Basil, chilli oil",veg,veg,delivery-enabled,ctl_675731463,999.0,4514.0,999.0,999.0,v_909365805,ctg_49258086,https://b.zmtcdn.com/data/dish_photos/a3f/580b50fb094f6c48bd1bdc3760268a3f.png,https://b.zmtcdn.com/data/dish_photos/a3f/580b50fb094f6c48bd1bdc3760268a3f.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,3,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Nonnas Special Board,"{""v"":909365805,""s_ctg"":72194055,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""vegan-special-pizza""}",,,,,,,,29,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":999,""lowest_v_price"":999,""highest_v_price"":999,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Salad,Salads - Casareccia,329.0,"Arugula, Balsamic dressing, sesame seeds, Parmessan cheese, Black olives, Tomato wedges",veg,veg,delivery-enabled,ctl_675731516,329.0,479.0,329.0,329.0,v_909365858,ctg_49258090,https://b.zmtcdn.com/data/dish_photos/f7d/3a1e90c5cf0d44ab308296d102b4ff7d.png,https://b.zmtcdn.com/data/dish_photos/f7d/3a1e90c5cf0d44ab308296d102b4ff7d.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,1,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Salad,"{""v"":909365858,""s_ctg"":72194059,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""salads---casareccia""}",,,,,,,,NEW-07,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,mg_117175392,False,"{""exp_no"":1,""default_v_price"":329,""lowest_v_price"":329,""highest_v_price"":329,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Salad,Salads - Contadina,349.0,"Arugula, Balsamic dressing, sesame seeds, Buffalo Moazzarella, Cherry tomatoes, Saute Bellpeppers",non-veg,non-veg,delivery-enabled,ctl_675731518,349.0,499.0,349.0,349.0,v_909365860,ctg_49258090,https://b.zmtcdn.com/data/dish_photos/bfd/170124c98013c2bb42104d7e9d2a5bfd.png,https://b.zmtcdn.com/data/dish_photos/bfd/170124c98013c2bb42104d7e9d2a5bfd.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,2,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Salad,"{""v"":909365860,""s_ctg"":72194059,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""salads---contadina""}",,,,,,,,NEW-08,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,mg_117175392,False,"{""exp_no"":1,""default_v_price"":349,""lowest_v_price"":349,""highest_v_price"":349,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Sourdough Bread,Mix Seeds Sourdough Loaf,230.0,,veg,veg,delivery-enabled,ctl_675731502,230.0,230.0,230.0,230.0,v_909365844,ctg_49258088,https://b.zmtcdn.com/data/dish_photos/95f/1851b226585491641732734346f1595f.png,https://b.zmtcdn.com/data/dish_photos/95f/1851b226585491641732734346f1595f.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,1,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Bread,"{""v"":909365844,""s_ctg"":72194057,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mix-seeds-sourdough-loaf""}",,,,,,,,SB1,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,,,
Sourdough Bread,OG Sourdough loaf,230.0,,veg,veg,delivery-enabled,ctl_675731503,230.0,230.0,230.0,230.0,v_909365845,ctg_49258088,https://b.zmtcdn.com/data/dish_photos/2a1/f3edef5f68d42907e5955590af48f2a1.png,https://b.zmtcdn.com/data/dish_photos/2a1/f3edef5f68d42907e5955590af48f2a1.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,2,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Bread,"{""v"":909365845,""s_ctg"":72194057,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""og-sourdough-loaf""}",,,,,,,,SB3,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,,,
Sourdough Bread,Olives Sourdough Loaf,230.0,,veg,veg,delivery-enabled,ctl_675731504,230.0,230.0,230.0,230.0,v_909365846,ctg_49258088,https://b.zmtcdn.com/data/dish_photos/a7d/61404eda881b19bd98721133044b4a7d.png,https://b.zmtcdn.com/data/dish_photos/a7d/61404eda881b19bd98721133044b4a7d.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,3,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Bread,"{""v"":909365846,""s_ctg"":72194057,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""olives-sourdough-loaf""}",,,,,,,,SB2,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,,,
Sourdough Pizza,Pizza 1 - Marinara (12 Inch),599.0,"Tomato sauce, thinly sliced garlic, oregano, fresh basil, EVOO",veg,veg,delivery-enabled,ctl_675731557,599.0,4114.0,599.0,599.0,v_909365899,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/3c4/5034139509174f59c2f60a4d84f993c4.png,https://b.zmtcdn.com/data/dish_photos/3c4/5034139509174f59c2f60a4d84f993c4.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,1,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365899,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-1---marinara-12-inch-""}",,,,,,,,SS-17,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":599,""lowest_v_price"":599,""highest_v_price"":599,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Sourdough Pizza,Pizza 2 - Margherita (12 Inch),599.0,"Tomato sauce, buffalo mozzarella, fresh basil, EVOO",veg,veg,delivery-enabled,ctl_675731558,599.0,4114.0,599.0,599.0,v_909365900,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/d26/3e39b8ca634e158852df1ebc59fc6d26.png,https://b.zmtcdn.com/data/dish_photos/d26/3e39b8ca634e158852df1ebc59fc6d26.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,2,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365900,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-2---margherita-12-inch-""}",,,,,,,,SS-18,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":599,""lowest_v_price"":599,""highest_v_price"":599,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Sourdough Pizza,Pizza 3 - Napoli (12 Inch),699.0,"Tomato sauce, Fior di latte mozzarella, thinly sliced garlic, pitted Greek Kalamata olives, capers, oregano, fresh basil, EVOO",veg,veg,delivery-enabled,ctl_675731559,699.0,4214.0,699.0,699.0,v_909365901,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/df1/0b1da3605f5c5fee6003f0baf3897df1.png,https://b.zmtcdn.com/data/dish_photos/df1/0b1da3605f5c5fee6003f0baf3897df1.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,3,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365901,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-3---napoli-12-inch-""}",,,,,,,,SS-19,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":699,""lowest_v_price"":699,""highest_v_price"":699,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Sourdough Pizza,Pizza 4 - Four Cheese (12 Inch),799.0,"Fior di latte, Ricotta cheese, blue cheese, Parmesan Cheese, Homemade cherry tomato confit, fresh basil, Jalapenos salsa, EVOO",veg,veg,delivery-enabled,ctl_675731560,799.0,4314.0,799.0,799.0,v_909365902,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/113/bb320944ffc2b60070180ccc1fa18113.png,https://b.zmtcdn.com/data/dish_photos/113/bb320944ffc2b60070180ccc1fa18113.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,4,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365902,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-4---four-cheese-12-inch-""}",,,,,,,,SS-20,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":799,""lowest_v_price"":799,""highest_v_price"":799,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Sourdough Pizza,Pizza 5 - Truffle Mushroom (12 Inch),799.0,"Nonna's homemade mushroom cream, buffalo Mozzarella, Sliced button Mushroom, Homemade cherry tomato confit, Aged parmesan cheese, chopped parsley, Fresh Basil , EVOO",veg,veg,delivery-enabled,ctl_675731561,799.0,4314.0,799.0,799.0,v_909365903,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/a4e/e527b0b713db81e6df9bb0c644d42a4e.png,https://b.zmtcdn.com/data/dish_photos/a4e/e527b0b713db81e6df9bb0c644d42a4e.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,5,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365903,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-5---truffle-mushroom-12-inch-""}",,,,,,,,SS-21,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":799,""lowest_v_price"":799,""highest_v_price"":799,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Sourdough Pizza,Pizza 6 - Chicken & Pesto (12 Inch),849.0,"Tomato sauce, Fior di latte mozzarella, slow cooked spiced chicken with herbs & garlic, Mt. Vesuvian sun-dried tomatoes, homemade spicy",non-veg,non-veg,delivery-enabled,ctl_675731562,849.0,4364.0,849.0,849.0,v_909365904,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/762/10d08ef98b3f105085a07de28dc79762.png,https://b.zmtcdn.com/data/dish_photos/762/10d08ef98b3f105085a07de28dc79762.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,6,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365904,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-6---chicken-pesto-12-inch-""}",,,,,,,,SS-22,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":849,""lowest_v_price"":849,""highest_v_price"":849,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Sourdough Pizza,Pizza 7 - Chicken pepperoni and Blue Cheese (12 Inch),899.0,"Fior di latte, Chicken pepperoni, Blue cheese, Tomato sauce, fresh basil, onion and Evoo",non-veg,non-veg,delivery-enabled,ctl_675731563,899.0,4414.0,899.0,899.0,v_909365905,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/da8/64dc7624486a79b0860f453bd01e8da8.png,https://b.zmtcdn.com/data/dish_photos/da8/64dc7624486a79b0860f453bd01e8da8.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,8,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365905,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-7---chicken-pepperoni-and-blue-cheese-12-inch-""}",,,,,,,,NEW-01,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,mg_117175394,False,"{""exp_no"":1,""default_v_price"":899,""lowest_v_price"":899,""highest_v_price"":899,""total_mgs"":1,""total_v_count"":1,""properties"":-1}"
Sourdough Pizza,Pizza 10 - Belgian Roasted Pork Bacon & Artichokes (12 Inch),999.0,"Tomato sauce, fior di latte, Bacon Strips, Marinated artichokes, Pecorino cheese. Fresh basil, Evoo",non-veg,non-veg,delivery-enabled,ctl_675731564,999.0,999.0,999.0,999.0,v_909365906,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/68e/3d95de8d4fe6fefa133de9708b6e968e.png,https://b.zmtcdn.com/data/dish_photos/68e/3d95de8d4fe6fefa133de9708b6e968e.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,9,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365906,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-10---belgian-roasted-pork-bacon-artichokes-12-inch-""}",,,,,,,,NEW-03,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,
Sourdough Pizza,Pizza 8 - Spanish Pork Salami & Pecorino Cheese (12 Inch),999.0,"Tomato sauce , fior di latte, Spanish pork salami, fresh basil, chilli Evoo, Pecorino cheese.",non-veg,non-veg,delivery-enabled,ctl_675731567,999.0,999.0,999.0,999.0,v_909365909,ctg_49258083,https://b.zmtcdn.com/data/dish_photos/383/4e26f539199c9d1a1646c4b58dc34383.png,https://b.zmtcdn.com/data/dish_photos/383/4e26f539199c9d1a1646c4b58dc34383.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,12,0,0,True,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365909,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-8---spanish-pork-salami-pecorino-cheese-12-inch-""}",,,,,,,,NEW-02,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,
Sourdough Pizza,Pizza 9 - Pistachio Pork Mortadella Ham & Burrata (12 Inch),1099.0,,non-veg,non-veg,delivery-enabled,ctl_675731568,1099.0,1099.0,1099.0,1099.0,v_909365910,ctg_49258083,,,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Sourdough Pizza,"{""v"":909365910,""s_ctg"":72194052,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pizza-9---pistachio-pork-mortadella-ham-burrata-12-inch-""}",,,,,,,,NEW-04,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,
